5/1/2014 0:00,270.3,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 0:15,270.3,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 0:30,270.3,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 0:45,270.3,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 1:00,270.3,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 1:15,270.3,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 1:30,270.3,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 1:45,270.3,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 2:00,270.3,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 2:15,270.3,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 2:30,270.3,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 2:45,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 3:00,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 3:15,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 3:30,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 3:45,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 4:00,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 4:15,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 4:30,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 4:45,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 5:00,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 5:15,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 5:30,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 5:45,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 6:00,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 6:15,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 6:30,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 6:45,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 7:00,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 7:15,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 7:30,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 7:45,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 8:00,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 8:15,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 8:30,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 8:45,195,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 9:00,195,170,170,200,200,180,110,110,120,120,110,75,113.6,160,220,225
5/1/2014 9:15,375.6,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 9:30,445.8,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 9:45,410.7,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 10:00,410.7,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 10:15,586.2,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 10:30,656.4,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 10:45,516,170,170,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 11:00,516,170,276.9,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 11:15,516,170,354.3,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 11:30,691.5,170,380.1,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 11:45,656.4,170,600,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 12:00,480.9,170,600,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 12:15,445.8,170,574.2,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 12:30,445.8,170,335.9,200,200,180,110,110,160.8,120,110,75,75,160,220,225
5/1/2014 12:45,445.8,170,284.3,200,200,180,110,110,286.8,120,110,75,75,160,220,225
5/1/2014 13:00,516,170,284.3,200,200,180,110,110,370.8,120,110,75,75,160,220,225
5/1/2014 13:15,586.2,170,284.3,200,200,180,110,110,391.8,120,110,75,75,160,220,225
5/1/2014 13:30,780,170,284.3,200,200,180,110,110,370.8,120,110,75,94.4,160,220,225
5/1/2014 13:45,780,170,284.3,200,200,180,110,110,328.8,120,110,75,146.9,160,220,225
5/1/2014 14:00,780,170,284.3,200,200,180,110,110,286.8,120,110,75,115.4,160,220,225
5/1/2014 14:15,609.6,170,284.3,200,200,180,110,110,286.8,120,110,75,146.9,160,220,225
5/1/2014 14:30,644.7,170,284.3,200,200,180,110,110,265.8,120,110,75,157.4,160,220,225
5/1/2014 14:45,750,170,284.3,200,200,180,110,110,139.8,120,110,75,115.4,160,220,225
5/1/2014 15:00,714.9,170,284.3,200,200,180,110,110,120,120,110,75,115.4,160,220,225
5/1/2014 15:15,714.9,170,284.3,200,200,180,110,110,120,120,110,75,115.4,160,220,225
5/1/2014 15:30,714.9,170,284.3,200,200,180,110,110,120,120,110,75,115.4,160,220,225
5/1/2014 15:45,539.4,170,310.1,200,200,180,110,110,120,120,110,75,75,160,220,225
5/1/2014 16:00,469.2,170,335.9,200,200,180,110,110,244.8,120,110,75,115.4,191.2,220,225
5/1/2014 16:15,679.8,326,335.9,200,200,180,110,110,349.8,120,110,75,115.4,222.4,294.1,225
5/1/2014 16:30,750,326,335.9,200,200,180,110,110,433.8,120,110,75,75,222.4,257.5,225
5/1/2014 16:45,780,263.6,335.9,200,200,180,110,110,433.8,120,110,75,75,191.2,312.4,225
5/1/2014 17:00,780,388.4,335.9,200,200,180,110,110,391.8,120,110,75,75,191.2,294.1,225
5/1/2014 17:15,780,419.6,387.5,200,200,180,110,110,391.8,120,110,75,75,175.6,294.1,225
5/1/2014 17:30,780,419.6,387.5,200,200,180,110,110,391.8,120,110,75,75,160,257.5,225
5/1/2014 17:45,780,482,387.5,200,200,180,110,110,370.8,120,110,75,75,160,257.5,225
5/1/2014 18:00,780,513.2,413.3,200,200,180,110,110,349.8,120,110,75,75,160,257.5,225
5/1/2014 18:15,744.9,513.2,439.1,200,200,180,110,110,328.8,120,110,75,75,160,275.8,225
5/1/2014 18:30,574.5,482,413.3,200,200,180,110,110,286.8,120,110,75,75,160,220,225
