Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2014,5,14,14,30,109,899,818,109,899,818,0,0,37.98,0,0.177,1.6,1.367,299.2,11.57,36,990,48.8945,38.4368,N/A
2014,5,14,15,0,104,879,739,104,879,739,0,1,43.73,0,0.177,1.8,1.378,315.6,11.72,36,990,43.5566,34.2074,N/A
2014,5,14,15,30,99,851,650,99,851,650,0,1,49.6,0,0.177,2,1.392,315.6,12.39,35,990,37.6054,29.493,N/A
2014,5,14,16,0,92,816,554,92,816,554,2,1,55.54,4,0.177,2.2,1.407,324.7,12.85,35,990,31.2714,24.4762,N/A
2014,5,14,16,30,84,769,451,84,769,451,0,1,61.5,0,0.177,2,1.424,324.7,13.59,34,990,24.6384,19.2264,N/A
2014,5,14,17,0,75,706,346,75,706,346,0,5,67.43,0,0.177,1.8,1.441,329.7,18.39,33,990,18.1086,14.0639,N/A
2014,5,14,17,30,64,617,241,64,617,241,0,5,73.31,0,0.177,1.5,1.458,329.7,21.82,30,990,11.9669,9.2232,N/A
2014,5,14,18,0,49,488,141,49,488,141,0,10,79.11,0,0.177,1.3,1.475,333.2,35.7,28,990,6.723,5.129,N/A
2014,5,14,18,30,29,287,55,29,287,55,0,10,84.78,0,0.177,1.4,1.488,333.2,40.17,26,990,0,0,N/A
2014,5,14,19,0,0,0,0,0,0,0,0,9,90.3,0,0.177,1.6,1.501,334.2,41.03,24,990,0,0,N/A
2014,5,14,19,30,0,0,0,0,0,0,0,9,95.64,0,0.177,1.6,1.508,334.2,43.6,23,990,0,0,N/A
2014,5,14,20,0,0,0,0,0,0,0,0,8,100.72,0,0.177,1.7,1.516,336.4,42.74,23,990,0,0,N/A
2014,5,14,20,30,0,0,0,0,0,0,0,8,105.5,0,0.177,1.6,1.516,336.4,45.43,22,990,0,0,N/A
2014,5,14,21,0,0,0,0,0,0,0,0,8,109.91,0,0.177,1.6,1.517,339.2,45.19,22,990,0,0,N/A
2014,5,14,21,30,0,0,0,0,0,0,0,8,113.87,0,0.177,1.4,1.513,339.2,48.05,21,990,0,0,N/A
2014,5,14,22,0,0,0,0,0,0,0,0,8,117.29,0,0.177,1.3,1.51,340.9,47.78,21,990,0,0,N/A
2014,5,14,22,30,0,0,0,0,0,0,0,8,120.07,0,0.177,1.3,1.504,340.9,47.78,21,990,0,0,N/A
2014,5,14,23,0,0,0,0,0,0,0,0,8,122.13,0,0.177,1.3,1.498,338.3,46.89,21,990,0,0,N/A
2014,5,14,23,30,0,0,0,0,0,0,0,8,123.37,0,0.177,1.2,1.489,338.3,46.88,21,990,0,0,N/A
2014,5,15,0,0,0,0,0,0,0,0,0,7,123.75,0,0.177,1.2,1.481,333,45.16,21,990,0,0,N/A
2014,5,15,0,30,0,0,0,0,0,0,0,7,123.24,0,0.177,1.1,1.467,333,45.16,20,990,0,0,N/A
2014,5,15,1,0,0,0,0,0,0,0,0,7,121.87,0,0.177,1.1,1.454,326.5,43.24,20,990,0,0,N/A
2014,5,15,1,30,0,0,0,0,0,0,0,7,119.7,0,0.177,0.9,1.437,326.5,46,20,990,0,0,N/A
2014,5,15,2,0,0,0,0,0,0,0,0,6,116.81,0,0.177,0.8,1.421,315,43.59,20,990,0,0,N/A
2014,5,15,2,30,0,0,0,0,0,0,0,6,113.3,0,0.177,0.7,1.405,315,46.4,19,990,0,0,N/A
2014,5,15,3,0,0,0,0,0,0,0,0,5,109.27,0,0.177,0.7,1.39,298.2,44.32,19,990,0,0,N/A
2014,5,15,3,30,0,0,0,0,0,0,0,5,104.8,0,0.177,0.7,1.376,298.2,44.32,19,990,0,0,N/A
2014,5,15,4,0,0,0,0,0,0,0,0,4,99.97,0,0.177,0.8,1.362,294.3,42.19,19,990,0,0,N/A
2014,5,15,4,30,0,0,0,0,0,0,0,4,94.84,0,0.177,0.7,1.349,294.3,42.2,19,990,0,0,N/A
2014,5,15,5,0,0,0,0,0,0,0,0,5,89.48,0,0.177,0.7,1.337,301.7,42.73,19,990,0,0,N/A
2014,5,15,5,30,32,326,67,32,326,67,0,5,83.93,0,0.177,0.9,1.323,301.7,37.74,21,990,0,0,N/A
2014,5,15,6,0,51,516,156,51,516,156,0,7,78.23,0,0.177,1.1,1.311,298.8,39.47,23,990,7.4579,5.6977,N/A
2014,5,15,6,30,65,637,258,65,637,258,0,7,72.42,0,0.177,1.2,1.306,298.8,34.99,25,990,12.9177,9.9699,N/A
2014,5,15,7,0,77,717,363,77,717,363,0,2,66.53,0,0.177,1.3,1.301,309.1,22.16,27,990,19.1365,14.8752,N/A
2014,5,15,7,30,86,778,468,86,778,468,0,2,60.58,0,0.177,1.5,1.305,309.1,20.89,28,990,25.7125,20.0757,N/A
2014,5,15,8,0,97,815,569,97,815,569,0,1,54.62,0,0.177,1.7,1.31,315.9,17.28,30,990,32.2557,25.2558,N/A
2014,5,15,8,30,103,850,665,103,850,665,0,1,48.68,0,0.177,1.7,1.314,315.9,16.32,31,990,38.5984,30.2793,N/A
2014,5,15,9,0,110,873,751,110,873,751,0,1,42.81,0,0.177,1.8,1.319,303.2,14.91,32,990,44.3744,34.8559,N/A
2014,5,15,9,30,114,894,828,114,894,828,0,1,37.08,0,0.177,1.9,1.318,303.2,14.09,33,990,49.5859,38.9853,N/A
2014,5,15,10,0,107,928,898,107,928,898,0,1,31.61,0,0.177,2,1.317,289.2,12.4,35,990,54.3173,42.7329,N/A
2014,5,15,10,30,109,939,950,109,939,950,0,1,26.57,0,0.177,2.1,1.311,289.2,12.4,35,990,57.8781,45.5548,N/A
2014,5,15,11,0,112,945,987,112,945,987,0,1,22.31,0,0.177,2.3,1.305,286.8,11.74,36,990,60.4235,47.5723,N/A
2014,5,15,11,30,113,950,1010,113,950,1010,0,1,19.36,0,0.177,2.4,1.299,286.8,11.74,36,990,62.0017,48.8229,N/A
2014,5,15,12,0,118,944,1015,118,944,1015,0,1,18.38,1,0.177,2.5,1.294,291.8,11.11,37,990,62.3593,49.1069,N/A
2014,5,15,12,30,118,943,1007,118,943,1007,0,1,19.66,0,0.177,2.6,1.285,291.8,11.11,37,990,61.8016,48.6646,N/A
2014,5,15,13,0,143,899,972,143,899,972,0,0,22.83,0,0.177,2.7,1.277,299.8,11,37,990,59.4735,46.8228,N/A
2014,5,15,13,30,140,891,933,140,891,933,0,0,27.22,0,0.177,2.8,1.265,299.8,10.99,37,990,56.795,44.7,N/A
2014,5,15,14,0,141,871,878,141,871,878,0,0,32.32,0,0.177,3,1.253,306.3,10.77,37,990,53.046,41.7297,N/A
2014,5,15,14,30,137,854,811,137,854,811,3,0,37.84,4,0.177,3.2,1.247,306.3,10.77,36,990,48.4906,38.1201,N/A
2014,5,15,15,0,133,827,732,133,827,732,0,0,43.59,0,0.177,3.4,1.241,310.4,10.59,36,990,43.1607,33.8974,N/A
2014,5,15,15,30,210,521,549,126,795,643,3,0,49.47,0,0.177,3.7,1.241,310.4,11.19,35,990,31.777,24.9228,N/A
2014,5,15,16,0,211,402,440,120,748,545,3,0,55.41,0,0.177,4,1.241,313.8,11.77,35,990,24.8517,19.4526,N/A
2014,5,15,16,30,203,173,286,110,694,443,4,0,61.37,0,0.177,4,1.241,313.8,12.44,34,990,15.6371,12.2033,N/A
2014,5,15,17,0,114,466,294,101,612,337,8,2,67.3,0,0.177,4.1,1.242,317.2,14.87,33,990,15.4034,11.9645,N/A
2014,5,15,17,30,109,171,159,85,513,233,3,2,73.18,0,0.177,3.8,1.236,317.2,16.66,31,990,7.9047,6.0936,N/A
2014,5,15,18,0,68,131,93,65,362,134,3,4,78.97,0,0.177,3.5,1.23,319.1,22.93,29,990,4.4355,3.3846,N/A
2014,5,15,18,30,32,35,35,35,166,51,3,4,84.64,4,0.177,3.1,1.225,319.1,25.78,27,990,0,0,N/A
2014,5,15,19,0,0,0,0,0,0,0,3,5,90.15,0,0.177,2.8,1.221,318.7,29.57,25,990,0,0,N/A
2014,5,15,19,30,0,0,0,0,0,0,3,5,95.47,0,0.177,2.5,1.22,318.7,31.41,24,990,0,0,N/A
2014,5,15,20,0,0,0,0,0,0,0,7,5,100.55,0,0.177,2.3,1.22,316.2,34.34,23,990,0,0,N/A
2014,5,15,20,30,0,0,0,0,0,0,7,5,105.32,0,0.177,2.1,1.215,316.2,36.5,22,990,0,0,N/A
2014,5,15,21,0,0,0,0,0,0,0,1,6,109.72,0,0.177,2,1.211,312.5,37.75,22,990,0,0,N/A
2014,5,15,21,30,0,0,0,0,0,0,3,6,113.67,0,0.177,1.9,1.2,312.5,40.14,21,990,0,0,N/A
2014,5,15,22,0,0,0,0,0,0,0,3,6,117.08,0,0.177,1.9,1.189,308.7,40.48,21,990,0,0,N/A
2014,5,15,22,30,0,0,0,0,0,0,3,6,119.85,0,0.177,1.8,1.175,308.7,43.06,20,990,0,0,N/A
2014,5,15,23,0,0,0,0,0,0,0,4,5,121.9,0,0.177,1.8,1.161,306,41.41,20,990,0,0,N/A
2014,5,15,23,30,0,0,0,0,0,0,4,5,123.14,0,0.177,1.8,1.148,306,44.08,19,990,0,0,N/A
2014,5,16,0,0,0,0,0,0,0,0,3,4,123.51,0,0.177,1.8,1.135,303.5,41.51,19,990,0,0,N/A
2014,5,16,0,30,0,0,0,0,0,0,3,4,123.01,0,0.177,1.8,1.124,303.5,41.5,19,990,0,0,N/A
2014,5,16,1,0,0,0,0,0,0,0,4,3,121.64,0,0.177,1.8,1.113,302.3,39.25,19,990,0,0,N/A
2014,5,16,1,30,0,0,0,0,0,0,4,3,119.48,0,0.177,1.7,1.099,302.3,41.79,18,990,0,0,N/A
2014,5,16,2,0,0,0,0,0,0,0,3,3,116.6,0,0.177,1.7,1.086,301.4,40.74,18,990,0,0,N/A
2014,5,16,2,30,0,0,0,0,0,0,7,3,113.11,0,0.177,1.6,1.069,301.4,40.74,18,990,0,0,N/A
2014,5,16,3,0,0,0,0,0,0,0,3,3,109.08,0,0.177,1.6,1.053,299.5,39.58,18,990,0,0,N/A
2014,5,16,3,30,0,0,0,0,0,0,7,3,104.62,0,0.177,1.5,1.037,299.5,42.17,17,990,0,0,N/A
2014,5,16,4,0,0,0,0,0,0,0,7,2,99.8,0,0.177,1.5,1.022,296.7,41.56,17,990,0,0,N/A
2014,5,16,4,30,0,0,0,0,0,0,3,2,94.69,0,0.177,1.6,1.012,296.7,41.56,17,990,0,0,N/A
2014,5,16,5,0,0,0,0,0,0,0,3,3,89.33,0,0.177,1.7,1.004,291.7,41.97,18,990,0,0,N/A
2014,5,16,5,30,40,149,56,40,226,64,7,3,83.79,4,0.177,1.9,1,291.7,39.41,19,990,0,0,N/A
2014,5,16,6,0,61,347,133,66,417,153,3,6,78.1,0,0.177,2.1,0.997,290.4,44.64,20,990,6.3619,4.8615,N/A
2014,5,16,6,30,86,551,253,86,551,253,1,6,72.29,0,0.177,2.3,0.99,290.4,39.46,21,990,12.6827,9.7905,N/A
2014,5,16,7,0,99,650,360,99,650,360,0,3,66.4,0,0.177,2.5,0.983,301.5,27.89,23,990,18.9978,14.7692,N/A
2014,5,16,7,30,111,719,466,111,719,466,0,3,60.46,0,0.177,2.6,0.964,301.5,26.27,25,990,25.6211,20.0057,N/A
2014,5,16,8,0,117,780,570,117,780,570,0,0,54.5,0,0.177,2.7,0.946,305.1,19.02,27,990,32.33,25.3151,N/A
2014,5,16,8,30,124,820,667,124,820,667,0,0,48.56,0,0.177,2.7,0.925,305.1,17.93,28,990,38.7305,30.3839,N/A
2014,5,16,9,0,128,856,758,128,856,758,0,-1,42.68,0,0.177,2.8,0.904,297,13.52,30,990,44.8034,35.1937,N/A
2014,5,16,9,30,133,879,836,133,879,836,0,-1,36.94,0,0.177,2.8,0.884,297,12.76,31,990,50.0794,39.374,N/A
2014,5,16,10,0,139,895,902,139,895,902,0,-3,31.46,0,0.177,2.9,0.865,290,10.65,32,990,54.5724,42.9342,N/A
2014,5,16,10,30,142,908,955,142,908,955,0,-3,26.4,0,0.177,3,0.843,290,10.06,33,990,58.1951,45.805,N/A
2014,5,16,11,0,144,917,994,144,917,994,0,-3,22.12,0,0.177,3.1,0.821,290.9,9.06,34,990,60.8637,47.9194,N/A
2014,5,16,11,30,146,922,1018,146,922,1018,0,-3,19.14,0,0.177,3.2,0.8,290.9,9.06,34,990,62.5045,49.2194,N/A
2014,5,16,12,0,148,923,1025,148,923,1025,3,-4,18.15,4,0.177,3.3,0.781,294.4,8.31,35,990,62.9853,49.6003,N/A
2014,5,16,12,30,147,922,1016,147,922,1016,0,-4,19.44,0,0.177,3.4,0.769,294.4,8.31,35,990,62.3658,49.1094,N/A
2014,5,16,13,0,155,901,987,155,901,987,2,-4,22.63,4,0.177,3.6,0.758,297.7,7.99,35,990,60.4038,47.5558,N/A
2014,5,16,13,30,289,635,855,153,892,947,3,-4,27.05,0,0.177,3.8,0.757,297.7,7.98,35,990,52.0583,40.9726,N/A
2014,5,16,14,0,267,639,808,145,886,895,2,-5,32.17,4,0.177,4,0.757,300.7,7.7,35,990,48.829,38.4128,N/A
2014,5,16,14,30,141,867,827,141,867,827,0,-5,37.7,0,0.177,4.2,0.771,300.7,8.14,34,990,49.462,38.8845,N/A
2014,5,16,15,0,132,848,748,132,848,748,0,-5,43.45,0,0.177,4.4,0.786,303.7,8.08,34,990,44.121,34.6526,N/A
2014,5,16,15,30,125,816,657,125,816,657,0,-5,49.34,0,0.177,4.5,0.815,303.7,8.54,33,990,38.0458,29.8406,N/A
2014,5,16,16,0,110,794,562,110,794,562,0,-4,55.28,0,0.185,4.7,0.844,305.9,9.02,33,990,31.7619,24.8628,N/A
2014,5,16,16,30,101,742,458,101,742,458,0,-4,61.24,0,0.185,4.7,0.876,305.9,9.54,32,990,25.0616,19.5597,N/A
2014,5,16,17,0,86,690,354,86,690,354,0,-2,67.17,0,0.185,4.7,0.909,306.6,11.61,31,990,18.5666,14.4234,N/A
2014,5,16,17,30,73,596,247,73,596,247,0,-2,73.04,0,0.185,4.2,0.943,306.6,13.03,29,990,12.2957,9.4807,N/A
2014,5,16,18,0,55,469,146,55,469,146,0,1,78.83,0,0.185,3.8,0.978,305.9,19.76,27,990,6.9655,5.3163,N/A
2014,5,16,18,30,33,264,58,33,264,58,0,1,84.49,0,0.185,3.4,0.993,305.9,22.26,25,990,0,0,N/A
2014,5,16,19,0,0,0,0,0,0,0,0,3,90,0,0.185,3.1,1.008,305.2,29.19,23,990,0,0,N/A
2014,5,16,19,30,0,0,0,0,0,0,0,3,95.32,0,0.185,2.8,1.002,305.2,33.01,21,990,0,0,N/A
2014,5,16,20,0,0,0,0,0,0,0,1,4,100.38,0,0.185,2.6,0.999,304.3,39.1,20,990,0,0,N/A
2014,5,16,20,30,0,0,0,0,0,0,0,4,105.14,0,0.185,2.2,0.988,304.3,41.62,19,990,0,0,N/A
2014,5,16,21,0,0,0,0,0,0,0,0,5,109.53,0,0.185,1.9,0.978,302.7,44.76,19,990,0,0,N/A
2014,5,16,21,30,0,0,0,0,0,0,0,5,113.47,0,0.185,1.8,0.962,302.7,47.66,18,990,0,0,N/A
2014,5,16,22,0,0,0,0,0,0,0,0,6,116.87,0,0.185,1.7,0.947,294,48.79,18,990,0,0,N/A
2014,5,16,22,30,0,0,0,0,0,0,1,6,119.64,0,0.185,1.7,0.935,294,48.78,17,990,0,0,N/A
2014,5,16,23,0,0,0,0,0,0,0,0,6,121.68,0,0.185,1.8,0.923,279.2,49,17,990,0,0,N/A
2014,5,16,23,30,0,0,0,0,0,0,0,6,122.91,0,0.185,1.9,0.928,279.2,52.2,17,990,0,0,N/A
2014,5,17,0,0,0,0,0,0,0,0,4,6,123.28,0,0.185,2.1,0.934,273.6,53.67,17,990,0,0,N/A
2014,5,17,0,30,0,0,0,0,0,0,3,6,122.78,0,0.185,2,0.951,273.6,53.67,17,990,0,0,N/A
2014,5,17,1,0,0,0,0,0,0,0,1,7,121.42,0,0.185,1.9,0.968,276,56.09,17,990,0,0,N/A
2014,5,17,1,30,0,0,0,0,0,0,0,7,119.27,0,0.185,1.5,0.974,276,59.79,16,990,0,0,N/A
2014,5,17,2,0,0,0,0,0,0,0,0,7,116.4,0,0.185,1.2,0.981,275.4,62.29,16,990,0,0,N/A
2014,5,17,2,30,0,0,0,0,0,0,0,7,112.92,0,0.185,1.1,0.978,275.4,62.29,16,990,0,0,N/A
2014,5,17,3,0,0,0,0,0,0,0,0,7,108.91,0,0.185,1,0.976,264.3,62.09,16,990,0,0,N/A
2014,5,17,3,30,0,0,0,0,0,0,0,7,104.46,0,0.185,0.9,0.957,264.3,66.21,15,990,0,0,N/A
2014,5,17,4,0,0,0,0,0,0,0,0,7,99.65,0,0.185,0.8,0.938,247.3,66.13,15,990,0,0,N/A
2014,5,17,4,30,0,0,0,0,0,0,0,7,94.54,0,0.185,1.1,0.912,247.3,66.13,15,990,0,0,N/A
2014,5,17,5,0,0,0,0,0,0,0,0,8,89.19,0,0.185,1.4,0.887,243.8,68.69,15,990,0,0,N/A
2014,5,17,5,30,35,336,72,35,336,72,0,8,83.66,0,0.185,1.7,0.87,243.8,64.4,16,990,0,0,N/A
2014,5,17,6,0,54,536,165,54,536,165,0,8,77.97,0,0.185,2,0.853,244.2,61.34,17,990,7.8975,6.0363,N/A
2014,5,17,6,30,68,657,269,68,657,269,1,8,72.17,0,0.185,2.1,0.853,244.2,57.57,18,990,13.4999,10.4232,N/A
2014,5,17,7,0,79,738,376,79,738,376,0,6,66.28,0,0.185,2.2,0.854,245.2,44.43,20,990,19.8608,15.4419,N/A
2014,5,17,7,30,88,797,482,88,797,482,0,6,60.34,0,0.185,2.4,0.873,245.2,41.76,21,990,26.5198,20.7089,N/A
2014,5,17,8,0,100,829,583,100,829,583,0,4,54.38,0,0.185,2.6,0.893,255.7,31.08,23,990,33.0852,25.9077,N/A
2014,5,17,8,30,106,863,679,106,863,679,0,4,48.44,0,0.185,2.7,0.918,255.7,29.25,24,990,39.4436,30.9442,N/A
2014,5,17,9,0,117,877,764,117,877,764,0,2,42.56,0,0.185,2.8,0.944,270.1,22.66,26,990,45.1724,35.4843,N/A
2014,5,17,9,30,122,897,840,122,897,840,0,2,36.81,0,0.185,2.8,0.974,270.1,22.65,26,990,50.3323,39.5736,N/A
2014,5,17,10,0,123,917,906,123,917,906,0,0,31.31,0,0.185,2.8,1.004,281.9,19.48,27,990,54.8274,43.1355,N/A
2014,5,17,10,30,126,927,958,126,927,958,0,0,26.24,0,0.185,2.9,1.035,281.9,19.48,27,990,58.3896,45.9586,N/A
2014,5,17,11,0,146,907,988,146,907,988,0,0,21.93,0,0.185,3.1,1.066,289.9,17.16,28,990,60.5077,47.6397,N/A
2014,5,17,11,30,147,911,1010,147,911,1010,0,0,18.93,0,0.185,3.3,1.091,289.9,17.16,28,990,62.0242,48.8417,N/A
2014,5,17,12,0,407,457,843,156,900,1013,2,0,17.92,0,0.185,3.5,1.116,296,16.65,28,990,51.8109,40.8011,N/A
2014,5,17,12,30,155,898,1004,155,898,1004,0,0,19.23,0,0.185,3.5,1.121,296,16.65,28,990,61.6402,48.5386,N/A
2014,5,17,13,0,187,842,966,187,842,966,2,0,22.44,4,0.185,3.6,1.127,301.3,16.67,28,990,59.1301,46.5536,N/A
2014,5,17,13,30,368,457,776,184,832,926,2,0,26.88,4,0.185,3.5,1.121,301.3,17.67,27,990,47.2586,37.1955,N/A
2014,5,17,14,0,331,470,729,184,809,871,7,0,32.02,0,0.185,3.5,1.115,303.8,17.74,27,990,44.0657,34.6662,N/A
2014,5,17,14,30,261,584,724,178,789,804,7,0,37.56,0,0.185,3.5,1.117,303.8,17.74,26,990,43.3144,34.0523,N/A
2014,5,17,15,0,271,457,604,170,763,726,7,0,43.32,0,0.185,3.6,1.12,304.1,18.02,26,990,35.6397,27.9921,N/A
2014,5,17,15,30,292,245,453,161,728,637,7,0,49.21,0,0.185,3.6,1.128,304.1,19.11,26,990,26.2446,20.5852,N/A
2014,5,17,16,0,211,411,446,143,700,544,8,0,55.15,0,0.185,3.7,1.136,304,20.01,26,990,25.2214,19.744,N/A
2014,5,17,16,30,106,642,417,131,643,442,7,0,61.11,0,0.185,3.7,1.142,304,21.24,25,990,22.8365,17.8245,N/A
2014,5,17,17,0,126,0,126,111,588,340,4,1,67.04,0,0.185,3.7,1.149,303.7,24.7,24,990,6.6154,5.1398,N/A
2014,5,17,17,30,113,114,147,93,487,236,4,1,72.91,0,0.185,3.3,1.164,303.7,26.24,23,990,7.3265,5.6504,N/A
2014,5,17,18,0,70,98,90,69,362,140,4,5,78.69,0,0.185,3,1.179,302.1,35.27,22,990,4.2954,3.2791,N/A
2014,5,17,18,30,33,22,35,39,169,55,4,5,84.35,4,0.185,2.9,1.212,302.1,37.51,21,990,0,0,N/A
2014,5,17,19,0,0,0,0,0,0,0,4,7,89.85,0,0.185,2.8,1.246,297.7,45.84,20,990,0,0,N/A
2014,5,17,19,30,0,0,0,0,0,0,3,7,95.16,0,0.185,2.9,1.286,297.7,48.81,19,990,0,0,N/A
2014,5,17,20,0,0,0,0,0,0,0,7,8,100.21,0,0.185,3,1.327,296.3,52.62,18,990,0,0,N/A
2014,5,17,20,30,0,0,0,0,0,0,3,8,104.97,0,0.185,2.9,1.359,296.3,56.06,17,990,0,0,N/A
2014,5,17,21,0,0,0,0,0,0,0,3,8,109.35,0,0.185,2.9,1.391,298.5,62.29,17,990,0,0,N/A
2014,5,17,21,30,0,0,0,0,0,0,3,8,113.28,0,0.185,2.7,1.406,298.5,66.41,16,990,0,0,N/A
2014,5,17,22,0,0,0,0,0,0,0,0,8,116.67,0,0.185,2.5,1.421,302.3,66.39,16,990,0,0,N/A
2014,5,17,22,30,0,0,0,0,0,0,0,8,119.43,0,0.185,2.2,1.417,302.3,70.8,15,990,0,0,N/A
2014,5,17,23,0,0,0,0,0,0,0,0,8,121.46,0,0.185,2,1.414,300.2,69.88,15,990,0,0,N/A
2014,5,17,23,30,0,0,0,0,0,0,0,8,122.69,0,0.185,1.8,1.411,300.2,74.56,14,990,0,0,N/A
2014,5,18,0,0,0,0,0,0,0,0,0,8,123.06,0,0.185,1.7,1.409,290.6,73.47,14,990,0,0,N/A
2014,5,18,0,30,0,0,0,0,0,0,0,8,122.56,0,0.185,1.6,1.417,290.6,73.46,14,990,0,0,N/A
2014,5,18,1,0,0,0,0,0,0,0,0,8,121.21,0,0.185,1.6,1.426,286,72.29,14,990,0,0,N/A
2014,5,18,1,30,0,0,0,0,0,0,0,8,119.07,0,0.185,1.5,1.43,286,77.16,13,990,0,0,N/A
2014,5,18,2,0,0,0,0,0,0,0,0,7,116.21,0,0.185,1.5,1.434,283.7,75.89,13,990,0,0,N/A
2014,5,18,2,30,0,0,0,0,0,0,0,7,112.73,0,0.185,1.4,1.433,283.7,75.88,13,990,0,0,N/A
2014,5,18,3,0,0,0,0,0,0,0,0,7,108.73,0,0.185,1.4,1.433,279.7,74.58,13,990,0,0,N/A
2014,5,18,3,30,0,0,0,0,0,0,0,7,104.3,0,0.185,1.4,1.436,279.7,74.58,12,990,0,0,N/A
2014,5,18,4,0,0,0,0,0,0,0,0,7,99.49,0,0.185,1.4,1.439,277.9,73.58,12,990,0,0,N/A
2014,5,18,4,30,0,0,0,0,0,0,0,7,94.4,0,0.185,1.6,1.441,277.9,73.59,12,990,0,0,N/A
2014,5,18,5,0,0,0,0,0,0,0,0,7,89.06,0,0.185,1.8,1.443,278,74.61,13,990,0,0,N/A
2014,5,18,5,30,40,247,67,40,247,67,0,7,83.53,0,0.185,2.2,1.446,278,69.89,14,990,0,0,N/A
2014,5,18,6,0,65,421,154,65,421,154,0,7,77.85,0,0.185,2.6,1.45,285.9,61.04,16,990,7.3754,5.6384,N/A
2014,5,18,6,30,84,550,253,84,550,253,0,7,72.05,0,0.185,2.9,1.46,285.9,57.26,17,990,12.7111,9.8159,N/A
2014,5,18,7,0,103,624,355,103,624,355,0,7,66.17,0,0.185,3.2,1.47,293.1,52.22,18,990,18.7677,14.5934,N/A
2014,5,18,7,30,115,692,459,115,692,459,0,7,60.23,0,0.185,3.2,1.479,293.1,49.04,19,990,25.2709,19.7349,N/A
2014,5,18,8,0,133,725,556,133,725,556,0,7,54.27,0,0.185,3.3,1.489,293.5,46.8,20,990,31.5685,24.7211,N/A
2014,5,18,8,30,142,766,651,142,766,651,0,7,48.32,0,0.185,3.3,1.495,293.5,43.98,21,990,37.8325,29.6813,N/A
2014,5,18,9,0,154,789,736,154,789,736,0,7,42.44,0,0.185,3.3,1.502,291.9,41.57,22,990,43.5305,34.1953,N/A
2014,5,18,9,30,159,813,812,159,813,812,0,7,36.69,0,0.185,3.3,1.496,291.9,41.56,22,990,48.6664,38.2644,N/A
2014,5,18,10,0,123,899,893,123,899,893,0,7,31.17,0,0.185,3.4,1.49,289.4,38.45,23,990,54.0527,42.5266,N/A
2014,5,18,10,30,126,911,945,126,911,945,0,7,26.09,0,0.185,3.4,1.466,289.4,36.18,24,990,57.6079,45.3439,N/A
2014,5,18,11,0,124,926,984,124,926,984,0,6,21.75,0,0.185,3.5,1.443,288.6,32.82,25,990,60.2735,47.4558,N/A
2014,5,18,11,30,125,931,1007,125,931,1007,0,6,18.72,0,0.185,3.6,1.412,288.6,32.81,25,990,61.8507,48.7056,N/A
2014,5,18,12,0,121,939,1016,121,939,1016,0,5,17.7,0,0.185,3.7,1.381,290.5,29.2,26,990,62.4542,49.1831,N/A
2014,5,18,12,30,120,938,1008,120,938,1008,0,5,19.02,0,0.185,3.8,1.355,290.5,29.19,26,990,61.8967,48.7411,N/A
2014,5,18,13,0,120,933,984,120,933,984,0,4,22.25,0,0.185,4,1.33,291.8,25.77,27,990,60.2435,47.4308,N/A
2014,5,18,13,30,118,925,945,118,925,945,0,4,26.71,0,0.185,4.2,1.309,291.8,25.76,27,990,57.5632,45.3065,N/A
2014,5,18,14,0,116,912,891,116,912,891,0,3,31.87,0,0.185,4.4,1.288,292.4,23.94,27,990,53.8713,42.3808,N/A
2014,5,18,14,30,113,897,825,113,897,825,0,3,37.42,0,0.185,4.5,1.263,292.4,25.39,26,990,49.3714,38.8148,N/A
2014,5,18,15,0,108,877,748,108,877,748,0,2,43.19,0,0.185,4.7,1.238,293.1,23.91,26,990,44.1522,34.6788,N/A
2014,5,18,15,30,103,851,660,103,851,660,0,2,49.08,0,0.185,4.8,1.212,293.1,25.38,25,990,38.2548,30.0065,N/A
2014,5,18,16,0,96,817,564,96,817,564,0,2,55.03,0,0.185,4.9,1.186,293.8,24.47,25,990,31.9121,24.9828,N/A
2014,5,18,16,30,88,770,462,88,770,462,0,2,60.98,0,0.185,4.9,1.162,293.8,25.98,24,990,25.3212,19.7654,N/A
2014,5,18,17,0,79,709,357,79,709,357,0,2,66.91,0,0.185,5,1.139,293.8,25.67,24,990,18.7633,14.5799,N/A
2014,5,18,17,30,68,621,252,68,621,252,0,2,72.78,0,0.185,4.7,1.118,293.8,29,22,990,12.575,9.7,N/A
2014,5,18,18,0,53,493,151,53,493,151,0,2,78.56,0,0.185,4.5,1.098,293.2,32.14,21,990,7.2098,5.5051,N/A
2014,5,18,18,30,33,293,63,33,293,63,0,2,84.21,0,0.185,4,1.084,293.2,36.41,19,990,0,0,N/A
2014,5,18,19,0,0,0,0,0,0,0,0,4,89.7,0,0.185,3.5,1.071,291.6,42.75,18,990,0,0,N/A
2014,5,18,19,30,0,0,0,0,0,0,0,4,95,0,0.185,3.1,1.063,291.6,45.56,17,990,0,0,N/A
